"Name (SKU)","Supplier","Location","Drop Level","Total Inventory","Packed Inventory","Prelisted","Bulk Inventory","Ordered Inventory","Last Orders","SA BOMs","Popularity","Lead Time","Weeks On Hand","Case Qty","Discontinued","Core Status","Purchase Coverage Goal","Packed Coverage Goal","Buffer Settings","Carton/Sticker","Carton/Sticker Inventory","Recommended","W34 (8/16)","W35 (8/23)","W36 (8/30)","W37 (9/6)","W38 (9/13)","W39 (9/20)","W40 (9/27)","W41 (10/4)","W42 (10/11)","W43 (10/18)","W44 (10/25)","W45 (11/1)","W46 (11/8)","W47 (11/15)","W48 (11/22)","W49 (11/29)","W50 (12/6)","W51 (12/13)","W52 (12/20)","W1 (12/27)","W2 (1/3)","W3 (1/10)","W4 (1/17)","W5 (1/24)","W6 (1/31)","W7 (2/7)","W8 (2/14)","W9 (2/21)","W10 (2/28)","W11 (3/7)","W12 (3/14)","W13 (3/21)","W14 (3/28)","W15 (4/4)","W16 (4/11)","W17 (4/18)","W18 (4/25)","W19 (5/2)","W20 (5/9)","W21 (5/16)","W22 (5/23)","W23 (5/30)","W24 (6/6)","W25 (6/13)","W26 (6/20)","W27 (6/27)","W28 (7/4)","W29 (7/11)","W30 (7/18)","W31 (7/25)","W32 (8/1)","W33 (8/8)","W34 (8/15)","W35 (8/22)","W36 (8/29)","W37 (9/5)","W38 (9/12)","W39 (9/19)","W40 (9/26)","W41 (10/3)"
"Sour Gummy Cherries Bulk ( RM-01-045-A )","Redstone","Englewood","7 lb","210 lb","122","-","96 lb","-","-","SA-01-045-A 2.8","Candy & Snacks :  1.2 %","5 w","4 w","—","SA-01-045-A :   No","Core","Short 210  /   361 lb 9 w  goal","OK 114  /   61 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-045-XXX","9,547","151 lbs","24 lb","37 lb","29 lb","32 lb","31 lb","35 lb","43 lb","75 lb","56 lb","42 lb","48 lb","40 lb","46 lb","69 lb","55 lb","205 lb","405 lb","584 lb","400 lb","105 lb","126 lb","60 lb","44 lb","30 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gumballs Bulk ( RM-01-051-A )","Redstone","Englewood","2 lb","173 lb","94","-","81 lb","-","-","SA-01-051-A 3.0","Candy & Snacks :  0.5 %","5 w","4 w","—","SA-01-051-A :   No","Core","OK 173  /   144 lb 9 w  goal","OK 92  /   25 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-051-XXX","329","0","9 lb","15 lb","12 lb","13 lb","12 lb","14 lb","17 lb","30 lb","22 lb","17 lb","19 lb","16 lb","18 lb","27 lb","22 lb","82 lb","161 lb","233 lb","159 lb","42 lb","50 lb","24 lb","18 lb","12 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banana Heads Bulk ( RM-01-054-A )","Redstone","Englewood","12 lb","247 lb","151","-","109 lb","-","-","SA-01-054-A 2.6","Candy & Snacks :  0.8 %","5 w","4 w","—","SA-01-054-A :   No","Core","Short 247  /   257 lb 9 w  goal","OK 138  /   43 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-054-XXX","1,317","9 lbs","17 lb","26 lb","21 lb","22 lb","22 lb","25 lb","30 lb","53 lb","40 lb","30 lb","34 lb","28 lb","32 lb","49 lb","39 lb","146 lb","288 lb","415 lb","284 lb","75 lb","90 lb","43 lb","31 lb","21 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jelly Bellys 49 Flavors Bulk ( RM-01-056-A )","Redstone","Englewood","5 lb","626 lb","174","-","457 lb","-","-","SA-01-056-A 2.0","Candy & Snacks :  2.1 %","5 w","4 w","—","SA-01-056-A :   No","Core","Short 626  /   826 lb 9 w  goal","OK 169  /   139 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-056-XXX","1,923","199 lbs","55 lb","84 lb","67 lb","72 lb","70 lb","80 lb","97 lb","172 lb","129 lb","96 lb","109 lb","91 lb","104 lb","157 lb","125 lb","469 lb","926 lb","1335 lb","914 lb","241 lb","289 lb","138 lb","101 lb","68 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mnms Bulk ( RM-01-061-A )","Redstone","Englewood","2 lb","485 lb","222","-","266 lb","-","-","SA-01-061-A 2.2","Candy & Snacks :  1.9 %","5 w","4 w","—","SA-01-061-A :   No","Core","Short 485  /   703 lb 9 w  goal","OK 220  /   118 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-061-XXX","832","217 lbs","46 lb","71 lb","57 lb","62 lb","60 lb","68 lb","83 lb","146 lb","110 lb","82 lb","93 lb","78 lb","89 lb","134 lb","107 lb","399 lb","788 lb","1137 lb","778 lb","205 lb","246 lb","118 lb","86 lb","58 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mini Reeses Pieces Bulk ( RM-01-065-A )","Redstone","Englewood","2 lb","252 lb","79","-","175 lb","-","-","SA-01-065-A 2.6","Candy & Snacks :  1.0 %","5 w","4 w","—","SA-01-065-A :   No","Core","Short 252  /   300 lb 9 w  goal","OK 78  /   51 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-065-XXX","1,110","47 lbs","20 lb","30 lb","24 lb","26 lb","25 lb","29 lb","35 lb","62 lb","47 lb","35 lb","40 lb","33 lb","38 lb","57 lb","46 lb","170 lb","336 lb","485 lb","332 lb","87 lb","105 lb","50 lb","37 lb","25 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jolly Ranchers Bulk ( RM-01-071-A )","Redstone","Englewood","3 lb","341 lb","244","-","100 lb","-","-","SA-01-071-A 3.0","Candy & Snacks :  1.3 %","5 w","4 w","—","SA-01-071-A :   No","Core","Short 341  /   356 lb 9 w  goal","OK 241  /   60 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-071-XXX","-","14 lbs","23 lb","36 lb","29 lb","31 lb","30 lb","34 lb","42 lb","74 lb","55 lb","41 lb","47 lb","39 lb","45 lb","68 lb","54 lb","202 lb","399 lb","575 lb","393 lb","104 lb","124 lb","60 lb","43 lb","29 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Skittles Bulk ( RM-01-073-A )","Redstone","Englewood","2 lb","329 lb","119","-","212 lb","-","-","SA-01-073-A 2.4","Candy & Snacks :  1.5 %","5 w","4 w","—","SA-01-073-A :   No","Core","Short 329  /   502 lb 9 w  goal","OK 117  /   84 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-073-XXX","969","173 lbs","33 lb","51 lb","41 lb","44 lb","43 lb","49 lb","59 lb","105 lb","78 lb","59 lb","67 lb","55 lb","63 lb","96 lb","76 lb","285 lb","563 lb","812 lb","556 lb","146 lb","176 lb","84 lb","61 lb","41 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike N Ikes Bulk ( RM-01-079-A )","Redstone","Englewood","15 lb","196 lb","44","-","167 lb","-","-","SA-01-079-A 2.4","Candy & Snacks :  0.7 %","5 w","4 w","—","SA-01-079-A :   No","Core","Short 196  /   230 lb 9 w  goal","Short 29  /   39 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-079-XXX","1,180","33 lbs","15 lb","23 lb","19 lb","20 lb","19 lb","22 lb","27 lb","48 lb","36 lb","27 lb","30 lb","25 lb","29 lb","44 lb","35 lb","130 lb","257 lb","371 lb","254 lb","67 lb","80 lb","38 lb","28 lb","19 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zotz Bulk ( RM-01-080-A )","Redstone","Englewood","2 lb","92 lb","70","-","24 lb","-","-","SA-01-080-A 5.3","Candy & Snacks :  0.5 %","5 w","4 w","—","SA-01-080-A :   No","Core","OK 92  /   80 lb 9 w  goal","OK 68  /   14 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-080-XXX","361","0","5 lb","8 lb","6 lb","7 lb","7 lb","8 lb","9 lb","17 lb","12 lb","9 lb","11 lb","9 lb","10 lb","15 lb","12 lb","45 lb","89 lb","129 lb","88 lb","23 lb","28 lb","13 lb","10 lb","7 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slopokes Bulk ( RM-01-093-A )","Redstone","Englewood","10 lb","0 lb","10","-","0 lb","-","-","SA-01-093-A 3.4","-","5 w","4 w","—","SA-01-093-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-093-XXX","169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tootsierolls Bulk ( RM-01-095-A )","Redstone","Englewood","10 lb","204 lb","139","-","75 lb","-","-","SA-01-095-A 3.3","Candy & Snacks :  1.0 %","5 w","4 w","—","SA-01-095-A :   No","Core","Short 204  /   247 lb 9 w  goal","OK 129  /   42 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-095-XXX","826","42 lbs","16 lb","25 lb","20 lb","22 lb","21 lb","24 lb","29 lb","51 lb","38 lb","29 lb","33 lb","27 lb","31 lb","47 lb","37 lb","140 lb","277 lb","399 lb","273 lb","72 lb","86 lb","41 lb","30 lb","20 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bit O Honey Bulk ( RM-01-096-A )","Redstone","Englewood","9 lb","168 lb","86","-","90 lb","-","-","SA-01-096-A 3.7","Candy & Snacks :  0.8 %","5 w","4 w","—","SA-01-096-A :   No","Core","Short 168  /   174 lb 9 w  goal","OK 78  /   29 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-096-XXX","927","5 lbs","11 lb","18 lb","14 lb","15 lb","15 lb","17 lb","20 lb","36 lb","27 lb","20 lb","23 lb","19 lb","22 lb","33 lb","26 lb","98 lb","194 lb","280 lb","192 lb","50 lb","61 lb","29 lb","21 lb","14 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fruity Tootsie Rolls Bulk ( RM-01-097-A )","Redstone","Englewood","11 lb","307 lb","83","-","235 lb","-","-","SA-01-097-A 3.0","Candy & Snacks :  1.2 %","5 w","4 w","—","SA-01-097-A :   No","Core","Short 307  /   334 lb 9 w  goal","OK 72  /   56 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-097-XXX","490","27 lbs","22 lb","34 lb","27 lb","29 lb","28 lb","32 lb","39 lb","69 lb","52 lb","39 lb","44 lb","37 lb","42 lb","63 lb","51 lb","190 lb","374 lb","540 lb","369 lb","97 lb","117 lb","56 lb","41 lb","27 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peanut Mnms Bulk ( RM-01-099-A )","Redstone","Englewood","11 lb","709 lb","43","-","678 lb","-","-","SA-01-099-A 2.9","Candy & Snacks :  3.1 %","5 w","4 w","—","SA-01-099-A :   No","Core","Short 709  /   889 lb 9 w  goal","Short 32  /   149 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-099-XXX","2,261","180 lbs","59 lb","90 lb","72 lb","78 lb","75 lb","86 lb","105 lb","185 lb","139 lb","104 lb","118 lb","98 lb","112 lb","169 lb","135 lb","505 lb","997 lb","1438 lb","984 lb","259 lb","311 lb","149 lb","109 lb","73 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Candy Cane Dusted Almonds Bulk ( RM-01-117-A )","Redstone","—","1 lb","38 lb","0","-","39 lb","-","-","FG-48-036-A 2.0 SA-01-117-A 3.2","-","5 w","4 w","—","FG-48-036-A :   No SA-01-117-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-117-XXX","1,003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Classic Jelly Beans Bulk ( RM-01-130-A )","Redstone","Englewood","5 lb","141 lb","5","-","142 lb","-","-","SA-01-130-A 2.9","-","5 w","4 w","—","SA-01-130-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-130-XXX","684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gummy Cola Bulk ( RM-01-139-A )","Redstone","Englewood","4 lb","116 lb","0","-","0 lb","120 lb","P02124 7/21/26","SA-01-139-A 5.6","Candy & Snacks :  0.7 %","5 w","4 w","—","SA-01-139-A :   No","Core","OK 116  /   46 lb 5 w  goal","Short 0  /   19 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-139-XXX","1,038","0","7 lb","11 lb","9 lb","9 lb","9 lb","10 lb","13 lb","22 lb","17 lb","13 lb","14 lb","12 lb","14 lb","21 lb","16 lb","61 lb","121 lb","175 lb","120 lb","31 lb","38 lb","18 lb","13 lb","9 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chewy Sprees Bulk ( RM-01-140-A )","Redstone","Englewood","6 lb","313 lb","182","-","-3 lb","140 lb","P02124 7/21/26","SA-01-140-A 3.4","Candy & Snacks :  1.8 %","5 w","4 w","—","SA-01-140-A :   No","Core","OK 313  /   178 lb 5 w  goal","OK 176  /   71 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-140-XXX","873","109 lbs","28 lb","43 lb","34 lb","37 lb","36 lb","41 lb","50 lb","88 lb","66 lb","49 lb","56 lb","47 lb","53 lb","80 lb","64 lb","240 lb","473 lb","682 lb","467 lb","123 lb","148 lb","71 lb","52 lb","35 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Caramel Creams Bulk ( RM-01-141-A )","Redstone","Englewood","6 lb","183 lb","108","-","10 lb","70 lb","P02124 7/21/26","SA-01-141-A 5.6","Candy & Snacks :  1.7 %","5 w","4 w","—","SA-01-141-A :   No","Core","OK 183  /   103 lb 5 w  goal","OK 102  /   41 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-141-XXX","-","60 lbs","16 lb","25 lb","20 lb","21 lb","21 lb","24 lb","29 lb","51 lb","38 lb","28 lb","32 lb","27 lb","31 lb","46 lb","37 lb","138 lb","272 lb","392 lb","269 lb","71 lb","85 lb","41 lb","30 lb","20 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Root Beer Barrels Bulk ( RM-01-142-A )","Redstone","Englewood","2 lb","75 lb","36","-","10 lb","30 lb","P02124 7/21/26","SA-01-142-A 6.3","Candy & Snacks :  0.7 %","5 w","4 w","—","SA-01-142-A :   No","Core","OK 75  /   38 lb 5 w  goal","OK 35  /   15 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-142-XXX","696","15 lbs","6 lb","9 lb","7 lb","8 lb","8 lb","9 lb","11 lb","19 lb","14 lb","10 lb","12 lb","10 lb","11 lb","17 lb","14 lb","51 lb","100 lb","145 lb","99 lb","26 lb","31 lb","15 lb","11 lb","7 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peanut Butter Mnms Bulk ( RM-01-143-A )","Redstone","Englewood","9 lb","378 lb","290","-","98 lb","-","-","SA-01-143-A 3.4","-","5 w","4 w","—","SA-01-143-A :   No","Core","OK no demand","OK no demand","50.0 % Week  49 - 53","L-A01-REG-22-143-XXX","1,478","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sour Rainbow Belts Bulk ( RM-01-144-A )","Redstone","Englewood","5 lb","102 lb","15","-","92 lb","-","-","SA-01-144-A 6.3","Candy & Snacks :  1.5 %","5 w","4 w","—","SA-01-144-A :   No","Core","Short 102  /   190 lb 9 w  goal","Short 10  /   32 lb 2 w  packed","50.0 % Week  49 - 53","L-A01-REG-22-144-XXX","2,671","87 lbs","13 lb","19 lb","15 lb","17 lb","16 lb","18 lb","22 lb","39 lb","30 lb","22 lb","25 lb","21 lb","24 lb","36 lb","29 lb","108 lb","212 lb","306 lb","210 lb","55 lb","66 lb","32 lb","23 lb","16 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sour Berry Blue Belts Bulk ( RM-01-146-A )","Redstone","Englewood","10 lb","0 lb","10","-","-53 lb","-","-","SA-01-146-A 3.3","-","5 w","4 w","—","SA-01-146-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-146-XXX","1,532","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Boston Baked Beans Bulk ( RM-05-063-A )","Redstone","Englewood","4 lb","59 lb","23","-","0 lb","40 lb","P02124 7/21/26","SA-05-063-A 3.6","Candy & Snacks :  0.3 %","5 w","4 w","—","SA-05-063-A :   No","Core","OK 59  /   29 lb 5 w  goal","OK 19  /   12 lb 2 w  packed","50.0 % Week  49 - 53","L-A05-REG-22-063-XXX","1,190","8 lbs","4 lb","7 lb","5 lb","6 lb","6 lb","6 lb","8 lb","14 lb","10 lb","8 lb","9 lb","7 lb","8 lb","13 lb","10 lb","38 lb","75 lb","108 lb","74 lb","19 lb","23 lb","11 lb","8 lb","5 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"French Burnt Peanuts Bulk ( RM-05-064-A )","Redstone","Englewood","1 lb","190 lb","132","-","60 lb","-","-","SA-05-064-A 3.6","Candy & Snacks :  0.5 %","5 w","4 w","—","SA-05-064-A :   No","Core","OK 190  /   113 lb 9 w  goal","OK 130  /   19 lb 2 w  packed","50.0 % Week  49 - 53","L-A05-REG-22-064-XXX","674","0","7 lb","11 lb","9 lb","10 lb","10 lb","11 lb","13 lb","23 lb","18 lb","13 lb","15 lb","12 lb","14 lb","21 lb","17 lb","64 lb","126 lb","182 lb","125 lb","33 lb","39 lb","19 lb","14 lb","9 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Almonds Bulk ( RM-05-066-A )","Redstone","Englewood","3 lb","34 lb","45","-","-8 lb","-","-","SA-05-066-A 3.6","Candy & Snacks :  0.7 %","5 w","4 w","—","SA-05-066-A :   No","Core","Short 34  /   164 lb 9 w  goal","OK 42  /   28 lb 2 w  packed","50.0 % Week  49 - 53","L-A05-REG-22-066-XXX","584","129 lbs","11 lb","17 lb","13 lb","14 lb","14 lb","16 lb","19 lb","34 lb","25 lb","19 lb","22 lb","18 lb","21 lb","31 lb","25 lb","93 lb","183 lb","264 lb","181 lb","48 lb","57 lb","27 lb","20 lb","13 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sea Salt Caramel Peanuts Bulk ( RM-05-069-A )","Redstone","Englewood","9 lb","174 lb","58","-","25 lb","100 lb","P02124 7/21/26","SA-05-069-A 3.6","Candy & Snacks :  1.1 %","5 w","4 w","—","SA-05-069-A :   No","Core","OK 174  /   104 lb 5 w  goal","OK 49  /   42 lb 2 w  packed","50.0 % Week  49 - 53","L-A05-REG-22-069-XXX","1,043","72 lbs","16 lb","25 lb","20 lb","22 lb","21 lb","24 lb","29 lb","51 lb","38 lb","29 lb","33 lb","27 lb","31 lb","47 lb","37 lb","140 lb","276 lb","398 lb","273 lb","72 lb","86 lb","41 lb","30 lb","20 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Smokehouse Almonds Bulk ( RM-05-070-A )","CJ Dannemiller","Englewood","3 lb","196 lb","149","-","0 lb","50 lb","P02160 8/9/26","SA-05-070-A 3.6","Candy & Snacks :  1.1 %","4 w","4 w","—","SA-05-070-A :   No","Core","OK 196  /   153 lb 7 w  goal","OK 146  /   41 lb 2 w  packed","50.0 % Week  49 - 53","L-A05-REG-22-070-XXX","474","6 lbs","16 lb","24 lb","19 lb","21 lb","20 lb","23 lb","28 lb","50 lb","37 lb","28 lb","32 lb","26 lb","30 lb","46 lb","36 lb","136 lb","268 lb","387 lb","265 lb","70 lb","84 lb","40 lb","29 lb","20 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Honey Roasted Cashews Bulk ( RM-05-071-A )","CJ Dannemiller","Englewood","1 lb","475 lb","99","-","278 lb","100 lb","P02160 8/9/26","SA-05-071-A 3.6","Candy & Snacks :  2.2 %","4 w","4 w","—","SA-05-071-A :   No","Core","OK 475  /   316 lb 7 w  goal","OK 97  /   84 lb 2 w  packed","50.0 % Week  49 - 53","L-A05-REG-22-071-XXX","1,975","0","33 lb","50 lb","40 lb","44 lb","42 lb","48 lb","59 lb","104 lb","77 lb","58 lb","66 lb","55 lb","63 lb","95 lb","76 lb","282 lb","558 lb","804 lb","550 lb","145 lb","174 lb","83 lb","61 lb","41 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Honey Roasted Pecans Bulk ( RM-05-072-A )","CJ Dannemiller","Englewood","1 lb","170 lb","1","-","170 lb","-","-","SA-05-072-A 3.6","-","4 w","4 w","—","SA-05-072-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A05-REG-22-072-XXX","236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spicy Cashews Bulk ( RM-05-074-A )","CJ Dannemiller","Englewood","1 lb","202 lb","69","-","60 lb","75 lb","P02160 8/9/26","SA-05-074-A 3.6","Candy & Snacks :  1.1 %","4 w","4 w","—","SA-05-074-A :   No","Core","OK 202  /   154 lb 7 w  goal","OK 67  /   41 lb 2 w  packed","50.0 % Week  49 - 53","L-A05-REG-22-074-XXX","852","1 lb","16 lb","24 lb","20 lb","21 lb","20 lb","23 lb","29 lb","50 lb","38 lb","28 lb","32 lb","27 lb","31 lb","46 lb","37 lb","137 lb","271 lb","391 lb","268 lb","70 lb","85 lb","40 lb","29 lb","20 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Buffalo Ranch Cashews Bulk ( RM-05-075-A )","CJ Dannemiller","Englewood","1 lb","152 lb","103","-","-40 lb","90 lb","P02160 8/9/26","SA-05-075-A 3.6","Candy & Snacks :  0.9 %","4 w","4 w","—","SA-05-075-A :   No","Core","OK 152  /   134 lb 7 w  goal","OK 102  /   36 lb 2 w  packed","50.0 % Week  49 - 53","L-A05-REG-22-075-XXX","261","25 lbs","14 lb","21 lb","17 lb","18 lb","18 lb","20 lb","25 lb","44 lb","33 lb","24 lb","28 lb","23 lb","26 lb","40 lb","32 lb","119 lb","235 lb","339 lb","232 lb","61 lb","73 lb","35 lb","26 lb","17 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dill Pickle Cashews Bulk ( RM-05-076-A )","CJ Dannemiller","Englewood","1 lb","240 lb","99","-","92 lb","50 lb","P02160 8/9/26","SA-05-076-A 3.6","Candy & Snacks :  1.4 %","4 w","4 w","—","SA-05-076-A :   No","Core","OK 240  /   204 lb 7 w  goal","OK 98  /   54 lb 2 w  packed","50.0 % Week  49 - 53","L-A05-REG-22-076-XXX","1,006","30 lbs","21 lb","32 lb","26 lb","28 lb","27 lb","31 lb","38 lb","67 lb","50 lb","37 lb","42 lb","35 lb","40 lb","61 lb","49 lb","182 lb","359 lb","517 lb","354 lb","93 lb","112 lb","54 lb","39 lb","26 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roasted Cashews Bulk ( RM-05-001-A )","CJ Dannemiller · then  Nuts.com","Englewood","2 lb","188 lb","55","-","85 lb","50 lb","P02160 8/9/26","SA-05-001-A 4.8","Candy & Snacks :  1.5 %","4 w","4 w","—","SA-05-001-A :   No","Core","OK 188  /   165 lb 7 w  goal","OK 53  /   44 lb 2 w  packed","50.0 % Week  49 - 53","L-A05-REG-22-001-XXX","3,870","30 lbs","17 lb","26 lb","21 lb","23 lb","22 lb","25 lb","31 lb","54 lb","40 lb","30 lb","34 lb","29 lb","33 lb","49 lb","39 lb","147 lb","290 lb","419 lb","287 lb","76 lb","91 lb","43 lb","32 lb","21 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pistachios Bulk ( RM-05-083-A )","CJ Dannemiller · then  Nuts.com","Englewood","25 lb","223 lb","73","-","175 lb","-","-","SA-05-083-A 4.0","Candy & Snacks :  1.5 %","4 w","4 w","—","SA-05-083-A :   No","Core","Short 223  /   254 lb 8 w  goal","Short 48  /   51 lb 2 w  packed","50.0 % Week  49 - 53","L-A05-REG-22-083-XXX","5,848","31 lbs","20 lb","30 lb","24 lb","26 lb","25 lb","29 lb","35 lb","62 lb","47 lb","35 lb","40 lb","33 lb","38 lb","57 lb","46 lb","170 lb","336 lb","485 lb","332 lb","87 lb","105 lb","50 lb","37 lb","25 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
