"Name (SKU)","Supplier","Location","Drop Level","Total Inventory","Packed Inventory","Prelisted","Bulk Inventory","Ordered Inventory","Last Orders","SA BOMs","Popularity","Lead Time","Weeks On Hand","Case Qty","Discontinued","Core Status","Purchase Coverage Goal","Packed Coverage Goal","Buffer Settings","Carton/Sticker","Carton/Sticker Inventory","Recommended","W34 (8/16)","W35 (8/23)","W36 (8/30)","W37 (9/6)","W38 (9/13)","W39 (9/20)","W40 (9/27)","W41 (10/4)","W42 (10/11)","W43 (10/18)","W44 (10/25)","W45 (11/1)","W46 (11/8)","W47 (11/15)","W48 (11/22)","W49 (11/29)","W50 (12/6)","W51 (12/13)","W52 (12/20)","W1 (12/27)","W2 (1/3)","W3 (1/10)","W4 (1/17)","W5 (1/24)","W6 (1/31)","W7 (2/7)","W8 (2/14)","W9 (2/21)","W10 (2/28)","W11 (3/7)","W12 (3/14)","W13 (3/21)","W14 (3/28)","W15 (4/4)","W16 (4/11)","W17 (4/18)","W18 (4/25)","W19 (5/2)","W20 (5/9)","W21 (5/16)","W22 (5/23)","W23 (5/30)","W24 (6/6)","W25 (6/13)","W26 (6/20)","W27 (6/27)","W28 (7/4)","W29 (7/11)","W30 (7/18)","W31 (7/25)","W32 (8/1)","W33 (8/8)","W34 (8/15)","W35 (8/22)","W36 (8/29)","W37 (9/5)","W38 (9/12)","W39 (9/19)","W40 (9/26)","W41 (10/3)"
"Iced Strawberry Individual (merged) ( RM-03-055-A ) , ( RM-03-055-E )","C. Kreugers","Taylor Englewood","0","1,859","959","-","450","450","P02130 7/26/26","SA-03-055-A 1.0 SA-03-055-E 1.0","Bakery & Cafe @TY :  2.2 % Bakery & Cafe @EW :  2.0 % Custom Mug & Treats :  1.8 %","5 w","4 w","—","Active","Legacy","—","—","0 % Week  49 - 53","C-C03-REG-22-055-XXX","11,223","442","146","219","176","191","187","209","258","447","349","258","296","244","278","418","337","840","1675","2473","1686","674","810","380","274","270","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Birthday Cake Individual (merged) ( RM-03-056-A ) , ( RM-03-056-E )","C. Kreugers","Taylor Englewood","0","2,409","1,059","-","450","900","P02130 7/26/26","SA-03-056-A 1.0 SA-03-056-E 1.0","Bakery & Cafe @TY :  3.0 % Dog S-Wag :  0.2 % Bakery & Cafe @EW :  3.0 % Custom Mug & Treats :  1.8 %","5 w","4 w","—","Active","Legacy","—","—","0 % Week  49 - 53","C-C03-REG-22-056-XXX","2,303","640","204","306","246","266","262","293","360","625","487","360","414","341","388","584","471","1172","2338","3453","2354","942","1131","530","382","376","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Caramel Cheesecake Individual (merged) ( RM-03-057-A ) , ( RM-03-057-E )","C. Kreugers","Taylor Englewood","0","3,292","1,942","-","450","900","P02130 7/26/26","SA-03-057-A 1.0 SA-03-057-E 1.0","Bakery & Cafe @TY :  3.9 % Bakery & Cafe @EW :  3.4 % Custom Mug & Treats :  3.3 %","5 w","4 w","—","Active","Legacy","—","—","0 % Week  49 - 53","C-C03-REG-22-057-XXX","1,882","645","263","395","318","344","338","378","465","807","629","465","535","440","501","754","608","1515","3021","4461","3041","1216","1461","685","494","487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Cinnamon Bun Individual (merged) ( RM-03-058-A ) , ( RM-03-058-E )","C. Kreugers","Taylor Englewood","0","1,950","1,500","-","0","450","P02130 7/26/26","SA-03-058-A 1.0 SA-03-058-E 1.0","Bakery & Cafe @TY :  1.8 % Bakery & Cafe @EW :  1.5 % Custom Mug & Treats :  1.4 %","5 w","4 w","—","Active","Legacy","—","—","0 % Week  49 - 53","C-C03-REG-22-058-XXX","8,123","0","123","185","149","161","158","177","218","378","295","218","250","206","235","353","285","710","1415","2090","1425","570","685","321","231","228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Red Velvet Individual (merged) ( RM-03-061-A ) , ( RM-03-061-E )","C. Kreugers","Taylor Englewood","0","3,145","1,795","-","450","900","P02130 7/26/26","SA-03-061-A 1.0 SA-03-061-E 1.0","Bakery & Cafe @TY :  4.1 % Bakery & Cafe @EW :  3.9 % Custom Mug & Treats :  2.4 %","5 w","4 w","—","Active","Legacy","—","—","0 % Week  49 - 53","C-C03-REG-22-061-XXX","1,828","1002","277","416","335","362","356","398","490","850","663","490","563","463","528","794","640","1596","3182","4700","3204","1281","1539","721","520","511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gluten Free Chocolate Chip Individual (merged) ( RM-03-070-A ) , ( RM-03-070-E )","C. Kreugers","Taylor Englewood","0","627","447","-","0","180","P02130 7/26/26","SA-03-070-A 1.0 SA-03-070-E 1.0","Bakery & Cafe @TY :  0.8 % Bakery & Cafe @EW :  0.8 % Custom Mug & Treats :  1.9 %","5 w","4 w","—","Active","Legacy","—","—","0 % Week  49 - 53","C-C03-REG-22-070-XXX","919","240","54","81","65","71","69","78","95","166","129","95","110","90","103","155","125","311","621","917","625","250","300","141","101","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gluten Free Peanut Butter Individual (merged) ( RM-03-071-A ) , ( RM-03-071-E )","C. Kreugers","Taylor Englewood","0","720","480","-","0","240","P02130 7/26/26","SA-03-071-A 1.0 SA-03-071-E 1.0","Bakery & Cafe @TY :  0.5 % Bakery & Cafe @EW :  0.8 %","5 w","4 w","—","Active","Legacy","—","—","0 % Week  49 - 53","C-C03-REG-22-071-XXX","3,782","0","34","51","41","44","44","48","60","104","81","60","69","56","64","97","78","195","389","575","392","157","189","88","64","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gluten Free White Chocolate Cherry Oatmeal Individual (merged) ( RM-03-073-A ) , ( RM-03-073-E )","C. Kreugers","Taylor Englewood","0","615","495","-","0","120","P02130 7/26/26","SA-03-073-A 1.0 SA-03-073-E 1.0","Bakery & Cafe @TY :  0.7 % Bakery & Cafe @EW :  0.7 % Custom Mug & Treats :  1.1 %","5 w","4 w","—","Active","Legacy","—","—","0 % Week  49 - 53","C-CXX-REG-22-XXX-XXX","16,260","159","45","67","54","58","57","64","79","137","107","79","91","75","85","128","103","257","513","758","517","207","248","116","84","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cranberry Apricot Oat Individual (merged) ( RM-03-100-A ) , ( RM-03-100-E )","C. Kreugers","Taylor Englewood","0","1,491","735","-","324","432","P02130 7/26/26 P02110 7/7/26","SA-03-100-A 1.0 SA-03-100-E 1.0","Bakery & Cafe @TY :  1.9 % Bakery & Cafe @EW :  1.5 % Custom Mug & Treats :  2.5 %","5 w","4 w","—","Active","Legacy","—","—","0 % Week  49 - 53","C-C03-REG-25-100-XXX","2,199","375","125","187","151","163","160","179","221","383","298","221","253","209","238","358","288","718","1432","2115","1442","577","693","325","234","232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Butterscotch Chip Individual (merged) ( RM-03-101-A ) , ( RM-03-101-E )","C. Kreugers","Taylor Englewood","0","1,065","741","-","0","324","P02130 7/26/26","SA-03-101-A 1.0 SA-03-101-E 1.0","Bakery & Cafe @TY :  1.3 % Bakery & Cafe @EW :  1.5 % Custom Mug & Treats :  1.1 %","5 w","4 w","—","Active","Legacy","—","—","0 % Week  49 - 53","C-C03-REG-25-101-XXX","6,765","244","87","130","105","113","112","125","153","267","208","153","176","145","165","248","200","500","997","1473","1004","402","483","226","163","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chocolate Triple Chip Individual (merged) ( RM-03-025-A ) , ( RM-03-025-E )","D'vine","Taylor Englewood","0","4,552","3,585","-","967","-","-","SA-03-025-A 1.0 SA-03-025-E 1.0","Bakery & Cafe @TY :  7.6 % Dog S-Wag :  0.0 % Bakery & Cafe @EW :  7.7 % Custom Mug & Treats :  7.3 %","7 w","6 w","—","Active","Legacy","—","—","50.0 % Week  49 - 53","C-C03-REG-22-025-XXX","13,934","6930","514","771","621","672","660","738","909","1577","1229","909","1044","859","979","1472","1187","4439","8855","13078","8915","2377","2856","1338","965","952","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sugar Individual (merged) ( RM-03-027-A ) , ( RM-03-027-E )","D'vine","Taylor Englewood","0","2,182","2,182","-","0","-","-","SA-03-027-A 1.0 SA-03-027-E 1.0","Bakery & Cafe @TY :  2.1 % Bakery & Cafe @EW :  1.8 % Custom Mug & Treats :  2.3 %","7 w","6 w","—","Active","Legacy","—","—","50.0 % Week  49 - 53","C-C03-REG-22-027-XXX","301","944","140","210","169","183","180","201","247","429","335","247","284","234","267","401","323","1209","2410","3559","2426","647","777","364","263","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peanut Butter Individual (merged) ( RM-03-033-A ) , ( RM-03-033-E )","D'vine","Taylor Englewood","0","2,995","2,995","-","0","-","-","SA-03-033-A 1.0 SA-03-033-E 1.0","Bakery & Cafe @TY :  3.3 % Bakery & Cafe @EW :  3.2 % Custom Mug & Treats :  2.6 %","7 w","6 w","—","Active","Legacy","—","—","50.0 % Week  49 - 53","C-C03-REG-22-033-XXX","890","2213","222","334","269","291","286","320","393","683","532","393","452","372","424","637","514","1922","3833","5661","3859","1029","1236","579","418","411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stuffed Churro Individual (merged) ( RM-03-093-A ) , ( RM-03-093-E )","D'vine","Taylor Englewood","0","2,616","2,616","-","0","-","-","SA-03-093-A 1.0 SA-03-093-E 1.0","Bakery & Cafe @TY :  3.8 % Bakery & Cafe @EW :  4.5 % Custom Mug & Treats :  1.9 %","7 w","6 w","—","Active","Legacy","—","—","50.0 % Week  49 - 53","C-C03-REG-25-093-XXX","17,411","3282","264","397","319","345","339","379","467","811","632","467","536","441","503","755","610","2280","4550","6720","4581","1222","1468","687","496","487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cedar & Tobacco Individual ( RM-16-010-A )","Calyan","Englewood","0","422","72","-","0","350","P02103 7/5/26","SA-16-010-A 1.0","Gourmet Goods & Spa :  2.6 %","6 w","4 w","—","SA-16-010-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","23","32","27","28","28","32","38","66","53","38","43","35","42","67","53","198","396","587","383","105","125","59","41","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lavender + Bergamot Room Spray Individual ( RM-16-086-A )","Calyan","—","0","155","155","-","0","-","-","FG-48-014-A 1.0 FG-48-015-A 1.0 SA-16-086-A 1.0 SA-48-069-A 1.0","-","6 w","4 w","—","2  Disc 2  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evergreen + Eucalyptus Room Spray Individual ( RM-16-087-A )","Calyan","Englewood","0","0","-1","-","0","-","-","FG-48-010-A 1.0 FG-48-011-A 1.0 FG-48-012-A 1.0 SA-16-087-A 1.0","-","6 w","4 w","—","1  Disc 3  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seaside + Citrus Room Spray Individual ( RM-16-088-A )","Calyan","—","0","152","152","-","0","-","-","SA-16-088-A 1.0","-","6 w","4 w","—","SA-16-088-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aspen + Fog Room Spray Individual ( RM-16-089-A )","Calyan","Englewood","0","65","156","-","-91","-","-","FG-48-024-A 1.0 SA-16-089-A 1.0 SA-48-081-A 1.0","-","6 w","4 w","—","2  Disc 1  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oakmoss + Amber Room Spray Individual ( RM-16-090-A )","Calyan","—","0","158","158","-","0","-","-","SA-16-090-A 1.0","-","6 w","4 w","—","SA-16-090-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vetiver + Tonka Room Spray Individual ( RM-16-091-A )","Calyan","—","0","5","5","-","0","-","-","SA-16-091-A 1.0","-","6 w","4 w","—","SA-16-091-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lemon + Sage Room Spray Individual ( RM-16-092-A )","Calyan","Englewood","0","0","5","-","-106","-","-","FG-48-005-A 1.0 FG-48-006-A 1.0 SA-16-092-A 1.0 SA-48-057-A 1.0","-","6 w","4 w","—","2  Disc 2  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rose + Peony Room Spray Individual ( RM-16-093-A )","Calyan","—","0","352","352","-","0","-","-","SA-16-093-A 1.0","-","6 w","4 w","—","SA-16-093-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lavender + Bergamot Candle Individual ( RM-16-094-A )","Calyan","Englewood","0","458","124","-","54","280","P02125 7/21/26 P02103 7/5/26","FG-48-002-A 1.0 FG-48-003-A 1.0 SA-16-094-A 1.0 SA-48-053-A 1.0","Gourmet Goods & Spa :  4.9 %","6 w","4 w","—","4  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","225","43","59","50","53","53","60","70","124","99","71","80","66","79","126","98","370","740","1098","716","196","234","110","76","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evergreen + Eucalyptus Candle Individual ( RM-16-095-A )","Calyan","Englewood","0","642","312","-","330","-","-","","Gourmet Goods & Spa :  5.6 %","6 w","4 w","—","5  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","140","49","68","58","60","60","68","81","142","114","82","92","76","91","145","113","424","848","1258","820","225","268","125","87","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rose + Peony Candle Individual ( RM-16-096-A )","Calyan","—","0","0","5","-","-133","-","-","SA-16-096-A 1.0","-","6 w","4 w","—","SA-16-096-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mahogany + Cashmere Candle Individual ( RM-16-097-A )","Calyan","Englewood","0","1,078","408","-","570","100","P02125 7/21/26","SA-16-097-A 1.0","Gourmet Goods & Spa :  6.8 %","6 w","4 w","—","SA-16-097-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","60","83","70","73","73","83","98","172","138","99","112","92","111","176","137","516","1031","1530","997","273","326","153","106","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oakmoss + Amber Candle Individual ( RM-16-098-A )","Calyan","Englewood","0","411","211","-","120","80","P02125 7/21/26","SA-16-098-A 1.0","Gourmet Goods & Spa :  2.9 %","6 w","4 w","—","SA-16-098-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","26","36","30","32","32","36","42","74","60","43","48","40","48","76","59","222","444","659","429","118","140","66","46","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aspen + Fog Candle Individual ( RM-16-099-A )","Calyan","Englewood","0","265","-45","-","0","310","P02125 7/21/26 P02103 7/5/26","SA-16-099-A 1.0","Gourmet Goods & Spa :  3.3 %","6 w","4 w","—","SA-16-099-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","194","29","40","34","35","35","40","47","83","67","48","54","44","53","85","66","249","498","738","481","132","157","74","51","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Desert + Agave Candle Individual ( RM-16-100-A )","Calyan","Englewood","0","0","5","-","-125","-","-","SA-16-100-A 1.0","-","6 w","4 w","—","SA-16-100-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Passionfruit + Ginger Candle Individual ( RM-16-101-A )","Calyan","Englewood","0","0","-1","-","0","-","-","SA-16-101-A 1.0","-","6 w","4 w","—","SA-16-101-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vetiver + Tonka Candle Individual ( RM-16-102-A )","Calyan","Englewood","0","282","72","-","0","210","P02125 7/21/26 P02103 7/5/26","SA-16-102-A 1.0","Gourmet Goods & Spa :  2.6 %","6 w","4 w","—","SA-16-102-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","84","23","32","27","28","28","32","38","66","53","38","43","35","43","68","53","199","397","589","384","105","126","59","41","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Redwood + Vanilla Candle Individual ( RM-16-103-A )","Calyan","Englewood","0","650","164","-","456","30","P02125 7/21/26","SA-16-103-A 1.0","Gourmet Goods & Spa :  3.6 %","6 w","4 w","—","SA-16-103-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","32","44","37","39","39","44","52","91","73","52","59","49","58","93","72","272","544","808","527","144","172","81","56","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seaside & Citrus Individual ( RM-16-031-A )","Calyan Wax Co.","Englewood","0","471","81","-","390","-","-","SA-16-031-A 1.0","Gourmet Goods & Spa :  3.1 %","6 w","4 w","—","SA-16-031-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","27","37","32","33","33","37","44","78","62","45","50","41","50","79","62","232","464","689","449","123","147","69","48","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"HS Full of Gratitude Individual ( RM-16-051-A )","Homesick","—","0","4","4","-","0","-","-","SA-16-051-A 1.0","-","4 w","8 w","—","SA-16-051-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
